"Institution.Source","Catalog.Number","Number.of.specimens","Family","Scientific.name","Locality","County","Latitude","Longitude","State","Date.Collected","Field.Locality.number","Collectors","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35"
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","EB013, POLLOCK CREEK (PEMBROKE CREEK)","",36.05768,-76.62659,"NC","110322","207020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"10","Lepisosteidae","Lepisosteus osseus","AR013, THE FORKS-KILKENNY LANDING","",35.6424,-76.19396,"NC","110323","214000800","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR055, SECOND CREEK","",35.86314,-76.06852,"NC","110323","214020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","NORTHWEST CREEK","",35.06028,-76.97139,"NC","110324","535130000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","NORTHWEST CREEK","",35.0625,-76.96944,"NC","110324","535130000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","AR013, THE FORKS-KILKENNY LANDING","",35.6424,-76.19396,"NC","110324","214000800","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR054, CANAL NO. 1 NC 94 (WAYNE’S)","",35.7114,-76.18257,"NC","110324","214140100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","AR013, THE FORKS-KILKENNY LANDING","",35.6424,-76.19396,"NC","110325","214000800","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB013, POLLOCK CREEK (PEMBROKE CREEK)","",36.05768,-76.62659,"NC","110325","207020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","CHOCOWINITY BAY","",35.50083,-77.03583,"NC","110406","528230000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"23","Lepisosteidae","Lepisosteus osseus","CHOCOWINITY BAY","",35.50389,-77.03694,"NC","110406","528230000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"11","Lepisosteidae","Lepisosteus osseus","BEARD CREEK","",35.00889,-76.86778,"NC","110406","535100000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR006, CHINKAPIN CREEK","",36.28436,-76.84277,"NC","110406","208140100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR020, WICCACON RIVER","",36.31668,-76.89286,"NC","110406","208140000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"10","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.97194,-76.9325,"NC","110407","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"23","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.97278,-76.92917,"NC","110407","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.09111,-77.94528,"NC","110407","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","AR001, LITTLE ALLIGATOR CREEK (RIVER)","",35.94575,-76.12679,"NC","110407","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR003, SOUTH LAKE","",35.89714,-75.89812,"NC","110407","214050000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR017, LITTLE ALLIGATOR CREEK (RIVER)","",35.9275,-76.08092,"NC","110407","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","AR041, ROBERTSON’S LANDING CANAL","",35.9148,-75.9229,"NC","110407","214050500","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","AR047, EAST LAKE","",35.93596,-75.8529,"NC","110407","214060000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR020, WICCACON RIVER","",36.31668,-76.89286,"NC","110407","208140000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB010, QUEEN ANNE CREEK","",36.05594,-76.60601,"NC","110407","207010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.44083,-76.8125,"NC","110408","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.4425,-76.81139,"NC","110408","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR001, LITTLE ALLIGATOR CREEK (RIVER)","",35.94575,-76.12679,"NC","110408","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","AR003, SOUTH LAKE","",35.89714,-75.89812,"NC","110408","214050000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR018, LITTLE ALLIGATOR CREEK (RIVER)","",35.9325,-76.03928,"NC","110408","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.34278,-76.61639,"NC","110412","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06806,-77.01222,"NC","110412","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06806,-77.01361,"NC","110412","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","AR002, EAST LAKE","",35.93381,-75.91463,"NC","110412","214060000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"9","Lepisosteidae","Lepisosteus osseus","AR003, SOUTH LAKE","",35.89714,-75.89812,"NC","110412","214050000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"9","Lepisosteidae","Lepisosteus osseus","AR041, ROBERTSON’S LANDING CANAL","",35.9148,-75.9229,"NC","110412","214050500","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","AR047, EAST LAKE","",35.93596,-75.8529,"NC","110412","214060000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB002, POLLOCK CREEK (PEMBROKE CREEK)","",36.07057,-76.64867,"NC","110412","207020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","SOUTHWEST CREEK","",34.685,-77.43139,"NC","110413","1201030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","NORTHEAST CREEK","",34.72361,-77.385,"NC","110413","1201030300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR001, LITTLE ALLIGATOR CREEK (RIVER)","",35.94575,-76.12679,"NC","110413","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR017, LITTLE ALLIGATOR CREEK (RIVER)","",35.9275,-76.08092,"NC","110413","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","AR018, LITTLE ALLIGATOR CREEK (RIVER)","",35.9325,-76.03928,"NC","110413","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CR073, DILLARD CREEK","",36.24375,-76.65512,"NC","110413","208020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB010, QUEEN ANNE CREEK","",36.05594,-76.60601,"NC","110413","207010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.51056,-76.56278,"NC","110414","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","AR003, SOUTH LAKE","",35.89714,-75.89812,"NC","110414","214050000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","AR017, LITTLE ALLIGATOR CREEK (RIVER)","",35.9275,-76.08092,"NC","110414","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR018, LITTLE ALLIGATOR CREEK (RIVER)","",35.9325,-76.03928,"NC","110414","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","AR043, LITTLE ALLIGATOR CREEK (RIVER)","",35.95011,-76.05814,"NC","110414","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","AR047, EAST LAKE","",35.93596,-75.8529,"NC","110414","214060000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","EB010, QUEEN ANNE CREEK","",36.05594,-76.60601,"NC","110414","207010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","AR002, EAST LAKE","",35.93381,-75.91463,"NC","110415","214060000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","AR003, SOUTH LAKE","",35.89714,-75.89812,"NC","110415","214050000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","AR017, LITTLE ALLIGATOR CREEK (RIVER)","",35.9275,-76.08092,"NC","110415","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR018, LITTLE ALLIGATOR CREEK (RIVER)","",35.9325,-76.03928,"NC","110415","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","AR043, LITTLE ALLIGATOR CREEK (RIVER)","",35.95011,-76.05814,"NC","110415","214010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB010, QUEEN ANNE CREEK","",36.05594,-76.60601,"NC","110415","207010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"23","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.47083,-76.93639,"NC","110419","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"13","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.47306,-76.93778,"NC","110419","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","ORCHARD CREEK","",35.05778,-76.64556,"NC","110419","535050000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"8","Lepisosteidae","Lepisosteus osseus","ORCHARD CREEK","",35.05861,-76.6425,"NC","110419","535050000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR006, THE FRYING PAN","",35.79583,-76.1125,"NC","110419","214030100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR008, SWAN CREEK & LAKE","",35.6709,-76.01262,"NC","110419","214080000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR048, THE STRAITS","",35.76531,-76.06412,"NC","110419","214030000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR051, GUM NECK PUMPING STATION","",35.69188,-76.11693,"NC","110419","214150000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"10","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.94861,-76.88861,"NC","110420","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"15","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.94944,-76.89028,"NC","110420","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","CR018, AHOSKIE CREEK","",36.27481,-76.90173,"NC","110420","208140200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.43417,-76.79917,"NC","110421","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.43722,-76.79833,"NC","110421","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","AR006, THE FRYING PAN","",35.79583,-76.1125,"NC","110421","214030100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","AR051, GUM NECK PUMPING STATION","",35.69188,-76.11693,"NC","110421","214150000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CR018, AHOSKIE CREEK","",36.27481,-76.90173,"NC","110421","208140200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB003, POLLOCK CREEK (PEMBROKE CREEK)","",36.104,-76.634,"NC","110421","207020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","NEW RIVER","",34.73417,-77.42972,"NC","110425","1201030100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","E. OF BLUFF TO LONG SH./RODAN.","",35.35917,-76.09778,"NC","110426","500170100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","E. OF BLUFF TO LONG SH./RODAN.","",35.36028,-76.09972,"NC","110426","500170100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.37028,-76.70889,"NC","110426","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.37139,-76.71278,"NC","110426","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"8","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.00306,-76.97444,"NC","110426","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.00444,-76.97611,"NC","110426","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","AR050, THE FORKS-KILKENNY LANDING","",35.68051,-76.17374,"NC","110426","214000800","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","AR051, GUM NECK PUMPING STATION","",35.69188,-76.11693,"NC","110426","214150000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","CR073, DILLARD CREEK","",36.24375,-76.65512,"NC","110426","208020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB003, POLLOCK CREEK (PEMBROKE CREEK)","",36.104,-76.634,"NC","110426","207020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.51056,-76.57778,"NC","110427","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.5125,-76.57694,"NC","110427","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06889,-76.98722,"NC","110427","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06917,-76.98639,"NC","110427","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","AR050, THE FORKS-KILKENNY LANDING","",35.68051,-76.17374,"NC","110427","214000800","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","AR051, GUM NECK PUMPING STATION","",35.69188,-76.11693,"NC","110427","214150000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EB003, POLLOCK CREEK (PEMBROKE CREEK)","",36.104,-76.634,"NC","110427","207020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","AR021, NORTHWEST FORK","",35.69992,-76.16872,"NC","110429","214140000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","AR050, THE FORKS-KILKENNY LANDING","",35.68051,-76.17374,"NC","110429","214000800","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","AR051, GUM NECK PUMPING STATION","",35.69188,-76.11693,"NC","110429","214150000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","DRNT/PNGO PT-SNDY/OFLD","",35.48944,-76.56417,"NC","110503","528060002","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06917,-76.98778,"NC","110503","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.08306,-76.98611,"NC","110503","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"24","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.43361,-76.79056,"NC","110505","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.43472,-76.79028,"NC","110505","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"22","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.05444,-76.97722,"NC","110505","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.05667,-76.9725,"NC","110505","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","LONG SHOAL RIVER","",35.61361,-75.88778,"NC","110506","503000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","WALLACE CREEK","",34.68889,-77.37528,"NC","110509","1201020301","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"16","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.47639,-76.99333,"NC","110510","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"8","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.005,-76.88444,"NC","110510","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.00806,-76.88389,"NC","110510","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","JUNIPER BAY","",35.38306,-76.25111,"NC","110511","521000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.51194,-76.55972,"NC","110511","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","F12, KERSHAW CREEK","",35.03845,-76.72517,"NC","110511","535080300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","ROSE BAY","",35.425,-76.41333,"NC","110513","526000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","ROSE BAY","",35.42972,-76.41417,"NC","110513","526000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","L5, NORTHWEST CREEK","",35.068,-76.971,"NC","110513","535130000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","RB4, ROSE BAY CREEK","",35.451,-76.385,"NC","110516","526030000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.42583,-76.70722,"NC","110517","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","ABOVE NEW BERN","",35.10583,-77.01806,"NC","110517","535000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"19","Lepisosteidae","Lepisosteus osseus","ABOVE NEW BERN","",35.10583,-77.02,"NC","110517","535000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.42417,-76.84528,"NC","110518","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.42639,-76.84472,"NC","110518","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.9675,-76.91639,"NC","110519","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.97,-76.91528,"NC","110519","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.94389,-76.82722,"NC","110524","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.52194,-77.02222,"NC","110525","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"21","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.52222,-77.02472,"NC","110525","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"23","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.57222,-77.02472,"NC","110525","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"12","Lepisosteidae","Lepisosteus osseus","GREENS CREEK","",35.02389,-76.705,"NC","110526","535080000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","GREENS CREEK","",35.02583,-76.70611,"NC","110526","535080000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"11","Lepisosteidae","Lepisosteus osseus","MOUTH TO CHERRY PT/WILKINSON PT.","",34.98,-76.76222,"NC","110601","535000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.01,-76.88389,"NC","110602","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"10","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.05444,-76.97444,"NC","110603","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.05667,-76.97278,"NC","110603","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"15","Lepisosteidae","Lepisosteus osseus","BLOUNTS BAY","",35.44778,-76.97056,"NC","110607","528290000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","BLOUNTS BAY","",35.44944,-76.97222,"NC","110607","528290000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"11","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.045,-76.98667,"NC","110607","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.04611,-76.99167,"NC","110607","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.43083,-76.88944,"NC","110609","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"10","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.43306,-76.88611,"NC","110609","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","DRNT/PNGO PT-SNDY/OFLD","",35.52306,-76.62306,"NC","110616","528060002","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"10","Lepisosteidae","Lepisosteus osseus","DRNT/PNGO PT-SNDY/OFLD","",35.52417,-76.62389,"NC","110616","528060002","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.44861,-76.9325,"NC","110621","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"11","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.44889,-76.93306,"NC","110621","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.93889,-76.815,"NC","110622","535000200","",,,,,,,,,,,,,,,,,,,,,,
