"Institution.Source","Catalog.Number","Number.of.specimens","Family","Scientific.name","Locality","County","Latitude","Longitude","State","Date.Collected","Field.Locality.number","Collectors","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35"
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","RODMAN CREEK","",35.48556,-77.02,"NC","160504","528220000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","RODMAN CREEK","",35.48667,-77.01778,"NC","160504","528220000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","ADAMS CREEK","",34.96389,-76.67528,"NC","160504","535200000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","ADAMS CREEK","",34.96583,-76.68,"NC","160504","535200000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.44889,-76.83694,"NC","160509","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"8","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.45556,-76.8375,"NC","160509","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SOUTH OF SNOW’S CUT","",34.04306,-77.94444,"NC","160509","1901030100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.37472,-76.73083,"NC","160510","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.37944,-76.72583,"NC","160510","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.94806,-76.88722,"NC","160510","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"12","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.94944,-76.88611,"NC","160510","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"9","Lepisosteidae","Lepisosteus osseus","DRNT/PNGO PT-SNDY/OFLD","",35.50389,-76.62694,"NC","160511","528060002","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"25","Lepisosteidae","Lepisosteus osseus","DRNT/PNGO PT-SNDY/OFLD","",35.50444,-76.62111,"NC","160511","528060002","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.96917,-76.91389,"NC","160511","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MORGAN BAY","",34.68889,-77.40917,"NC","160511","1201020300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","UCF1, TOOMER’S CREEK","",34.267,-77.984,"NC","160513","1902010103","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","ROSE BAY CREEK","",35.44889,-76.41556,"NC","160517","526030000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","ROSE BAY CREEK","",35.44944,-76.41583,"NC","160517","526030000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"23","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.46917,-76.94083,"NC","160518","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.47389,-76.94417,"NC","160518","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"16","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.43139,-76.78722,"NC","160519","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","DAWSON CREEK","",34.99889,-76.75389,"NC","160519","535090000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","DAWSON CREEK","",34.99944,-76.75472,"NC","160519","535090000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CC1, WHITE OAK NARROWS","",34.767,-77.145,"NC","160519","1001000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","PAR13, MUDDY CREEK","",35.331,-76.685,"NC","160519","528371203","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","EAST BLUFF BAY","",35.35333,-76.12889,"NC","160520","518000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.98972,-76.85056,"NC","160520","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.99194,-76.85,"NC","160520","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MORGAN BAY","",34.67389,-77.39833,"NC","160523","1201020300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.36611,-76.695,"NC","160524","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","DRNT/PNGO PT-SNDY/OFLD","",35.47,-76.6,"NC","160525","528060002","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","UPPER BROAD CREEK","",35.04444,-76.93667,"NC","160525","535120000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","UPPER BROAD CREEK","",35.04639,-76.93833,"NC","160525","535120000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","BERRYS BAY","",35.53417,-75.94778,"NC","160526","505000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.05167,-76.99472,"NC","160526","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.53139,-76.5625,"NC","160601","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.53278,-76.56,"NC","160601","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"17","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.03611,-76.98417,"NC","160601","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.03639,-76.98694,"NC","160601","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","STUMPY POINT BAY","",35.66333,-75.76222,"NC","160603","501000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.40139,-76.64833,"NC","160608","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"41","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.02556,-76.92222,"NC","160608","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.02944,-76.9225,"NC","160608","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","36, PERQUIMANS RIVER","",36.205,-76.473,"NC","160608","205000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","MIDDELTON ANCHORAGE","",35.47528,-75.99528,"NC","160609","509000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","MIDDELTON ANCHORAGE","",35.47556,-75.99611,"NC","160609","509000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"31","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.41139,-76.8275,"NC","160609","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"18","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.41389,-76.82806,"NC","160609","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.98667,-76.84667,"NC","160609","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.98972,-76.84639,"NC","160609","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","ROSE BAY","",35.43806,-76.41944,"NC","160614","526000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","ROSE BAY","",35.43833,-76.42056,"NC","160614","526000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MOUTH TO CHERRY PT/WILKINSON PT.","",35.01278,-76.70528,"NC","160614","535000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.12722,-77.92583,"NC","160614","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CC1, WHITE OAK NARROWS","",34.767,-77.145,"NC","160614","1001000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","E. OF BLUFF TO LONG SH./RODAN.","",35.36083,-76.10278,"NC","160615","500170100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"24","Lepisosteidae","Lepisosteus osseus","ABOVE NEW BERN","",35.05806,-77.00028,"NC","160615","535000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","PAR27, TOOLEY CREEK","",35.347,-76.749,"NC","160615","528370100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","NORTHWEST CREEK","",35.01333,-76.98028,"NC","160616","535130000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"35","Lepisosteidae","Lepisosteus osseus","NORTHWEST CREEK","",35.01611,-76.97917,"NC","160616","535130000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.0875,-77.92333,"NC","160616","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MORGAN BAY","",34.70667,-77.3925,"NC","160620","1201020300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","BLOUNTS BAY","",35.4475,-76.97167,"NC","160621","528290000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","BLOUNTS BAY","",35.44861,-76.97111,"NC","160621","528290000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","JUNIPER BAY","",35.3575,-76.25722,"NC","160622","521000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","DRNT/PNGO PT-SNDY/OFLD","",35.50639,-76.62417,"NC","160622","528060002","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.07472,-77.94083,"NC","160627","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.41306,-76.65667,"NC","160628","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"25","Lepisosteidae","Lepisosteus osseus","SLOCUM CREEK","",34.95167,-76.8975,"NC","160628","535150000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SLOCUM CREEK","",34.95194,-76.89722,"NC","160628","535150000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.43972,-76.91556,"NC","160629","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.44139,-76.91417,"NC","160629","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.49889,-76.99861,"NC","160630","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"14","Lepisosteidae","Lepisosteus osseus","RODMAN CREEK","",35.4825,-77.01,"NC","160706","528220000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.39,-76.79389,"NC","160707","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"40","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.39167,-76.79361,"NC","160707","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","MOUTH TO CHERRY PT/WILKINSON PT.","",34.92361,-76.77694,"NC","160707","535000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.10222,-77.94694,"NC","160707","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","GERMANTOWN BAY","",35.41917,-76.45556,"NC","160708","527020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.01722,-76.89917,"NC","160712","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","85, SCUPPERNONG RIVER","",35.923,-76.282,"NC","160712","213010000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","DRNT/PNGO PT-SNDY/OFLD","",35.50278,-76.58944,"NC","160713","528060002","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"26","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.98778,-76.94917,"NC","160713","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"54","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.98944,-76.94861,"NC","160713","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.05,-76.995,"NC","160714","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"122","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.05167,-76.99389,"NC","160714","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","LONG SHOAL RIVER","",35.58722,-75.88722,"NC","160715","503000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.42472,-76.87528,"NC","160715","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"118","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.42972,-76.88194,"NC","160715","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","BLOUNTS BAY","",35.43889,-76.955,"NC","160718","528290000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"54","Lepisosteidae","Lepisosteus osseus","BLOUNTS BAY","",35.44167,-76.95306,"NC","160718","528290000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.99028,-76.85139,"NC","160720","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","SOUTH OF SNOW’S CUT","",33.99972,-77.91972,"NC","160720","1901030100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"15","Lepisosteidae","Lepisosteus osseus","DRNT/PNGO PT-SNDY/OFLD","",35.46306,-76.60028,"NC","160721","528060002","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.12889,-77.92667,"NC","160721","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.34361,-76.63972,"NC","160726","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.34639,-76.64194,"NC","160726","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","MORGAN BAY","",34.68833,-77.37556,"NC","160726","1201020300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","LONG SHOAL RIVER","",35.5825,-75.88111,"NC","160727","503000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","JUNIPER BAY","",35.42861,-76.04056,"NC","160727","521000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.04194,-76.98778,"NC","160728","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"63","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.04222,-76.985,"NC","160728","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","FARNELL BAY","",34.60306,-77.38528,"NC","160728","1201020200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.5075,-76.55222,"NC","160802","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"8","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.51028,-76.55389,"NC","160802","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"37","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.94944,-76.87861,"NC","160804","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MORGAN BAY","",34.67528,-77.395,"NC","160808","1201020300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"36","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.96417,-76.90306,"NC","160809","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.39167,-76.78139,"NC","160810","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06389,-76.98611,"NC","160811","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06556,-76.98556,"NC","160811","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","LONG SHOAL RIVER","",35.58472,-75.88639,"NC","160812","503000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","BLOUNTS BAY","",35.44028,-76.95139,"NC","160812","528290000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"60","Lepisosteidae","Lepisosteus osseus","BLOUNTS BAY","",35.44167,-76.9525,"NC","160812","528290000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.50917,-76.57444,"NC","160816","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"13","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.51306,-76.57444,"NC","160816","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MOUTH TO CHERRY PT/WILKINSON PT.","",35.04861,-76.64611,"NC","160816","535000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","GUM PT./GARRISON PT. TO MOUTH","",35.37806,-76.72806,"NC","160817","528000100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","OYSTER CREEK","",35.38472,-76.31694,"NC","160818","522020000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"5","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.95889,-76.89806,"NC","160818","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.9625,-76.89528,"NC","160818","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"21","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.02667,-76.90917,"NC","160823","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.02722,-76.90556,"NC","160823","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","MORGAN BAY","",34.70611,-77.38944,"NC","160823","1201020300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","E. OF BLUFF TO LONG SH./RODAN.","",35.36944,-76.08694,"NC","160824","500170100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06667,-76.98667,"NC","160824","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"7","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",35.06833,-76.98667,"NC","160824","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"12","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.43278,-76.88833,"NC","160825","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","E. OF BLUFF TO LONG SH./RODAN.","",35.36944,-76.085,"NC","160829","500170100","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","LONG SHOAL RIVER","",35.63639,-75.88667,"NC","160830","503000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"8","Lepisosteidae","Lepisosteus osseus","UPSTREAM OF MAULS PT/RAGGED PT","",35.52083,-77.02111,"NC","160831","528000300","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"3","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.50528,-76.62694,"NC","160901","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"39","Lepisosteidae","Lepisosteus osseus","UPSTREAM DRNT/PUNGO PT","",35.5075,-76.62444,"NC","160901","528060003","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"6","Lepisosteidae","Lepisosteus osseus","BLOUNTS BAY","",35.45222,-76.9725,"NC","160902","528290000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","BLOUNTS BAY","",35.4525,-76.97306,"NC","160902","528290000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","NORTH CREEK","",35.41444,-76.65861,"NC","160907","528070000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.13833,-77.95694,"NC","160907","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","WYSOCKING BAY","",35.385,-76.06222,"NC","160908","514000000","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","NORTH OF SNOW’S CUT","",34.16333,-77.95333,"NC","160908","1901030200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"15","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.44667,-76.83778,"NC","160913","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","MAULS PT/RGGD PT-GUM PT/GRRSN PT","",35.44861,-76.83861,"NC","160913","528000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.98778,-76.84833,"NC","160913","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"4","Lepisosteidae","Lepisosteus osseus","FARNELL BAY","",34.60972,-77.36944,"NC","160913","1201020200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"2","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.96028,-76.90417,"NC","160914","535000200","",,,,,,,,,,,,,,,,,,,,,,
"NCDMF",,"1","Lepisosteidae","Lepisosteus osseus","CHERRY PT/WILK. PT TO NEW BERN","",34.96306,-76.90194,"NC","160914","535000200","",,,,,,,,,,,,,,,,,,,,,,
